"title","original_language","release_date","popularity","vote_count","vote_average","budget","revenue","runtime","adult","genre_names","high_rating"
"The Terminators","en",2009-04-28,8.354,48,4,0,0,89,FALSE,"Action, Horror, Science Fiction",FALSE
"Innocent Blood","en",1992-09-25,8.353,174,6.2,0,0,112,FALSE,"Comedy, Crime, Horror, Thriller",TRUE
"Behind the Mask: The Rise of Leslie Vernon","en",2006-08-29,8.352,344,6.6,0,69136,92,FALSE,"Comedy, Horror, Thriller",TRUE
"Painless","ca",2012-10-10,8.347,143,6.2,0,0,105,FALSE,"Drama, Horror, Thriller",TRUE
"Burnt Offerings","en",1976-10-18,8.346,180,6.6,0,0,116,FALSE,"Horror, Mystery, Thriller",TRUE
"Matriarch","en",2018-11-02,8.344,44,5.1,0,0,91,FALSE,"Horror, Thriller",FALSE
"Blood Fest","en",2018-08-17,8.343,185,5.4,0,0,93,FALSE,"Comedy, Horror",TRUE
"100 Feet","en",2008-07-22,8.34,241,5.5,1e+07,1415804,105,FALSE,"Horror, Thriller",TRUE
"Exeter","en",2015-01-16,8.334,162,4.7,0,0,91,FALSE,"Horror, Thriller",FALSE
"The Incident","es",2014-05-17,8.333,128,6.9,0,0,102,FALSE,"Horror, Science Fiction, Thriller",TRUE
"Zombie Fight Club","zh",2014-10-23,8.332,29,3.8,0,0,95,FALSE,"Action, Horror",FALSE
"The Nameless","es",1999-10-08,8.326,122,5.6,0,1069154,100,FALSE,"Horror, Mystery, Thriller",TRUE
"Like.Share.Follow.","en",2017-10-31,8.321,116,5.2,0,0,97,FALSE,"Horror, Romance, Thriller",FALSE
"Darkman II: The Return of Durant","en",1995-07-11,8.319,203,5.4,0,0,93,FALSE,"Action, Adventure, Horror, Science Fiction, Thriller",TRUE
"Sharktopus vs. Pteracuda","en",2014-08-02,8.313,62,4.1,0,0,84,FALSE,"Horror, Science Fiction, TV Movie",FALSE
"House II: The Second Story","en",1987-05-14,8.308,195,5.5,0,7800000,88,FALSE,"Comedy, Fantasy, Horror",TRUE
"Nine Dead","en",2010-03-09,8.307,228,5.4,2e+06,0,98,FALSE,"Crime, Horror, Mystery",TRUE
"Burial Ground","it",1981-01-23,8.294,108,5.4,0,0,85,FALSE,"Horror",TRUE
"Hush... Hush, Sweet Charlotte","en",1964-12-15,8.286,192,7.3,2200000,4e+06,133,FALSE,"Drama, Horror, Mystery",TRUE
"Penny Dreadful","en",2006-11-10,8.285,103,5.4,0,0,92,FALSE,"Horror, Thriller",TRUE
"Silent Night, Deadly Night 5: The Toy Maker","en",1991-11-06,8.282,38,5,0,0,90,FALSE,"Horror, Science Fiction",FALSE
"We Are What We Are","es",2010-11-12,8.276,96,6,0,0,90,FALSE,"Horror, Thriller",TRUE
"The Driver","en",2019-11-25,8.271,54,6.4,1300000,0,97,FALSE,"Action, Horror",TRUE
"Dolly Dearest","en",1991-09-01,8.268,91,5.4,0,0,93,FALSE,"Horror",TRUE
"Dracula A.D. 1972","en",1972-06-26,8.267,129,6,0,0,96,FALSE,"Horror",TRUE
"The Evil in Us","en",2016-08-19,8.264,62,4.9,0,0,91,FALSE,"Horror",FALSE
"Lost Boys: The Thirst","en",2010-05-12,8.263,91,5.1,4400000,0,81,FALSE,"Action, Adventure, Comedy, Horror",FALSE
"The Body","en",2018-09-21,8.263,87,6.4,0,0,83,FALSE,"Horror, Thriller, TV Movie",TRUE
"Pilgrim","en",2019-11-01,8.259,49,6,0,0,80,FALSE,"Horror, Thriller",TRUE
"Preservation","en",2014-08-22,8.258,161,4.8,0,0,90,FALSE,"Horror, Thriller",FALSE
"The Jail: The Women's Hell","en",2006-05-01,8.25,39,8.6,0,0,91,FALSE,"Crime, Drama, Horror",TRUE
"Scare Campaign","en",2016-03-17,8.25,153,5.8,0,0,76,FALSE,"Horror",TRUE
"Halloween: 25 Years of Terror","en",2006-07-26,8.239,38,6.8,0,0,83,FALSE,"Documentary, Horror",TRUE
"Black Rock","en",2012-01-21,8.228,204,4.8,0,0,79,FALSE,"Horror, Thriller",FALSE
"The Toxic Avenger Part II","en",1989-02-24,8.226,116,5.5,2300000,0,109,FALSE,"Comedy, Horror, Science Fiction",TRUE
"Chain Letter","en",2010-10-01,8.223,104,4.4,5e+06,143000,96,FALSE,"Horror, Thriller",FALSE
"Polaroid","no",2015-07-08,8.216,17,6,20661,0,15,FALSE,"Horror",TRUE
"Anthropophagous","it",1980-08-07,8.215,121,5.4,0,0,92,FALSE,"Horror, Thriller",TRUE
"Black Mountain Side","en",2016-01-26,8.207,84,5.2,0,0,99,FALSE,"Horror, Mystery, Thriller",FALSE
"Slaughter High","en",1986-11-14,8.2,92,5.8,0,0,91,FALSE,"Horror",TRUE
"Killer Fish","en",1979-12-07,8.194,38,4.6,0,0,100,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Spirits of the Dead","fr",1968-05-16,8.192,114,6.3,0,0,121,FALSE,"Drama, Horror, Mystery",TRUE
"Starfish","en",2019-03-14,8.184,125,5.7,0,0,101,FALSE,"Drama, Horror, Science Fiction",TRUE
"Eaten Alive!","it",1980-03-19,8.179,95,5.4,0,0,92,FALSE,"Adventure, Horror",TRUE
"Prisoners of the Sun","en",2013-12-20,8.168,49,4,1.8e+07,0,88,FALSE,"Action, Adventure, Horror, Mystery",FALSE
"Baskin","tr",2015-12-31,8.164,238,5.8,350000,318155,97,FALSE,"Horror",TRUE
"While She Was Out","en",2008-10-27,8.163,126,5.3,6e+06,498088,86,FALSE,"Drama, Horror, Thriller",FALSE
"The Girl Who Knew Too Much","it",1963-02-10,8.162,124,7.1,0,0,86,FALSE,"Horror, Mystery, Thriller",TRUE
"Venom","en",1981-11-28,8.161,58,5.9,0,0,93,FALSE,"Horror, Thriller",TRUE
"Rasputin: The Mad Monk","en",1966-03-06,8.159,60,6,0,0,91,FALSE,"Horror",TRUE
"Children Shouldn't Play with Dead Things","en",1972-06-09,8.157,76,5.4,70000,0,86,FALSE,"Comedy, Horror",TRUE
"The Dare","en",2019-08-09,8.151,75,5.6,0,0,97,FALSE,"Horror, Mystery, Thriller",TRUE
"Detention","en",2011-03-16,8.147,307,5.6,1e+07,0,93,FALSE,"Comedy, Horror, Science Fiction",TRUE
"Howling IV: The Original Nightmare","en",1988-11-01,8.145,81,4.5,0,0,92,FALSE,"Horror",FALSE
"First Born","en",2007-01-01,8.142,53,4.9,0,0,95,FALSE,"Drama, Horror, Thriller",FALSE
"Art of the Devil 3","th",2008-04-03,8.133,43,6.6,0,0,85,FALSE,"Horror, Mystery, Thriller",TRUE
"Cerberus","en",2005-01-01,8.129,41,4.6,1700000,0,92,FALSE,"Fantasy, Horror",FALSE
"Mr. Vampire","cn",1985-11-07,8.125,69,6.8,0,0,96,FALSE,"Action, Comedy, Horror",TRUE
"Against the Dark","en",2009-01-01,8.106,101,4.2,9e+06,0,94,FALSE,"Action, Horror, Science Fiction, Thriller",FALSE
"The Ouija Experiment 2: Theatre of Death","en",2015-01-13,8.106,75,4.4,875,0,85,FALSE,"Horror",FALSE
"The Fan","en",1981-05-15,8.105,36,6.1,1e+07,3100000,95,FALSE,"Drama, Horror, Thriller",TRUE
"Tell-Tale","en",2009-04-24,8.103,114,5.4,1.2e+07,0,92,FALSE,"Drama, Horror, Mystery, Thriller",TRUE
"Blood Feast","en",1963-07-06,8.102,132,4.7,24500,4e+06,67,FALSE,"Horror",FALSE
"And Soon the Darkness","en",2010-02-25,8.101,318,5.2,0,177182,91,FALSE,"Crime, Horror, Mystery, Thriller",FALSE
"The Abandoned","en",2006-09-11,8.097,195,5.5,3e+06,4529892,99,FALSE,"Horror, Thriller",TRUE
"Hush","en",2008-08-13,8.095,121,5.6,1,0,91,FALSE,"Action, Horror, Thriller",TRUE
"The Monster Club","en",1981-04-11,8.091,83,6.3,0,0,104,FALSE,"Comedy, Horror",TRUE
"Extra Ordinary","en",2019-09-13,8.088,176,6.4,0,0,94,FALSE,"Comedy, Fantasy, Horror",TRUE
"Hangman","en",2015-03-14,8.083,112,4.7,0,0,85,FALSE,"Horror, Thriller",FALSE
"Blood Quantum","en",2019-09-05,8.076,126,5.8,0,0,98,FALSE,"Horror",TRUE
"Train","en",2008-10-16,8.073,141,5.3,0,0,94,FALSE,"Horror, Thriller",FALSE
"Totem","en",2017-10-31,8.072,139,5.2,0,0,89,FALSE,"Horror",FALSE
"Quatermass and the Pit","en",1967-11-09,8.065,180,6.7,0,0,97,FALSE,"Horror, Mystery, Science Fiction",TRUE
"The Vampire Lovers","en",1970-10-04,8.065,139,6.5,0,0,91,FALSE,"Horror",TRUE
"Cigarette Burns","en",2005-12-16,8.065,110,7.4,0,0,59,FALSE,"Horror, TV Movie",TRUE
"Contracted: Phase II","en",2015-07-05,8.065,180,5.3,0,0,78,FALSE,"Drama, Horror, Thriller",FALSE
"Creepy","ja",2016-06-18,8.065,140,6.6,0,0,130,FALSE,"Crime, Drama, Horror",TRUE
"Long Time Dead","en",2002-01-18,8.059,120,5.3,0,13102295,94,FALSE,"Horror, Thriller",FALSE
"Good Manners","pt",2017-08-04,8.051,174,6.6,0,0,136,FALSE,"Drama, Fantasy, Horror, Music",TRUE
"Dance of the Dead","en",2008-10-14,8.049,167,5.9,0,0,87,FALSE,"Comedy, Horror",TRUE
"Requiem","de",2006-03-02,8.045,68,6.8,0,0,92,FALSE,"Drama, Horror",TRUE
"Here Come the Munsters","en",1995-01-11,8.04,16,5.2,0,0,96,FALSE,"Comedy, Family, Horror",FALSE
"Angel Cop","ja",1989-09-01,8.039,12,6,0,0,180,FALSE,"Animation, Crime, Horror, Science Fiction, Thriller",TRUE
"Dying Breed","en",2008-04-26,8.038,89,5.2,0,0,92,FALSE,"Horror, Thriller",FALSE
"Hell Night","en",1981-08-28,8.037,114,5.7,0,0,101,FALSE,"Horror",TRUE
"Lemon Tree Passage","en",2014-08-25,8.037,85,4.2,0,0,84,FALSE,"Horror, Mystery, Thriller",FALSE
"Amer","fr",2009-09-23,8.035,114,6.4,0,0,90,FALSE,"Horror, Thriller",TRUE
"Burke & Hare","en",2010-10-29,8.034,392,6.1,1e+07,4791599,91,FALSE,"Comedy, History, Horror, Thriller",TRUE
"Gamera 3: Revenge of Iris","ja",1999-03-06,8.026,96,7.6,6e+06,1.5e+07,108,FALSE,"Fantasy, Horror, Science Fiction",TRUE
"The Island of Dr. Moreau","en",1996-08-23,8.017,433,4.8,4e+07,49627779,96,FALSE,"Fantasy, Horror, Science Fiction",FALSE
"Alone in the Dark 2","en",2008-09-01,8.013,75,3.8,4600000,0,88,FALSE,"Action, Fantasy, Horror",FALSE
"Slapface","en",2022-04-21,8.013,13,4.5,0,0,85,FALSE,"Horror, Thriller",FALSE
"Deadly Still","ru",2018-06-14,8.012,39,5.3,0,0,90,FALSE,"Horror, Thriller",FALSE
"Livid","fr",2011-12-06,8.011,176,5.8,5e+06,0,92,FALSE,"Horror",TRUE
"TerrorVision","en",1986-02-14,8.01,151,5.8,0,320256,83,FALSE,"Comedy, Horror, Science Fiction",TRUE
"The Mummy","en",1959-08-01,8.007,175,6.9,0,0,88,FALSE,"Horror",TRUE
"Frogs","en",1972-03-10,7.999,98,4.8,0,0,91,FALSE,"Horror, Mystery",FALSE
"Howling III: The Marsupials","en",1987-05-15,7.997,89,4.7,0,0,98,FALSE,"Horror",FALSE
"Two Evil Eyes","en",1990-01-25,7.994,204,6.1,9e+06,0,120,FALSE,"Horror",TRUE
"ZMD: Zombies of Mass Destruction","en",2010-01-29,7.993,69,5.2,0,0,92,FALSE,"Horror",FALSE
"Alien: Covenant - Prologue: The Crossing","en",2017-04-26,7.985,100,6.3,0,0,3,FALSE,"Horror, Science Fiction",TRUE
"6-Headed Shark Attack","en",2018-08-18,7.985,46,4.2,0,0,89,FALSE,"Action, Horror, Science Fiction, TV Movie",FALSE
"2 Lava 2 Lantula!","en",2016-08-06,7.984,67,5,0,0,85,FALSE,"Horror, Science Fiction, Thriller",FALSE
"The Nightshifter","pt",2019-10-10,7.977,84,6.7,0,0,110,FALSE,"Horror, Mystery, Thriller",TRUE
"Scream Blacula Scream","en",1973-06-27,7.975,45,6.1,0,0,96,FALSE,"Horror",TRUE
"Another","ja",2012-08-04,7.975,40,5.9,0,5588517,109,FALSE,"Horror, Mystery, Thriller",TRUE
"Blind Beast","ja",1969-01-25,7.973,61,6.8,0,0,84,FALSE,"Drama, Horror",TRUE
"Candyman: Farewell to the Flesh","en",1995-03-17,7.971,275,5.4,0,13940383,93,FALSE,"Horror, Thriller",TRUE
"Hideaway","en",1995-03-03,7.971,110,5.2,1.5e+07,12201255,103,FALSE,"Drama, Horror, Thriller",FALSE
"Ebola Syndrome","cn",1996-06-15,7.962,79,6.3,0,0,98,FALSE,"Comedy, Crime, Horror",TRUE
"Anything for Jackson","en",2020-04-04,7.957,153,7,250000,0,96,FALSE,"Horror",TRUE
"The Dentist 2","en",1998-12-11,7.952,93,5,0,0,100,FALSE,"Horror",FALSE
"Surveillance","en",2008-02-08,7.951,259,5.9,3500000,1138322,97,FALSE,"Horror, Mystery, Thriller",TRUE
"Tamara","en",2005-05-12,7.94,200,5.2,4750000,206871,98,FALSE,"Fantasy, Horror, Thriller",FALSE
"Feral","en",2018-05-25,7.937,135,6,0,0,90,FALSE,"Action, Drama, Horror, Thriller",TRUE
"Alone","fr",2017-02-08,7.935,453,5.6,0,0,90,FALSE,"Fantasy, Horror, Science Fiction",TRUE
"The Boston Strangler","en",1968-10-08,7.934,160,6.8,0,0,116,FALSE,"Crime, Drama, Horror, Mystery, Thriller",TRUE
"Dark Country","en",2009-10-05,7.926,82,5.6,0,0,88,FALSE,"Crime, Horror, Thriller",TRUE
"The Hand","en",1981-04-24,7.911,110,6,6500000,566736,104,FALSE,"Horror, Thriller",TRUE
"Phantasm IV: Oblivion","en",1998-07-31,7.909,145,5.3,650000,0,90,FALSE,"Horror, Science Fiction",FALSE
"Mongolian Death Worm","en",2010-04-08,7.905,49,4.9,0,0,90,FALSE,"Horror, Science Fiction, TV Movie",FALSE
"Itsy Bitsy","en",2019-08-10,7.903,58,4.7,0,0,94,FALSE,"Horror, Thriller",FALSE
"Pulse 3","en",2008-12-23,7.901,50,4.7,0,0,91,FALSE,"Horror, Thriller",FALSE
"The Baby's Room","es",2006-11-04,7.898,126,6.7,0,0,80,FALSE,"Drama, Horror, Thriller, TV Movie",TRUE
"The Prowler","en",1981-11-06,7.897,159,6,1e+06,0,89,FALSE,"Horror, Mystery, Thriller",TRUE
"The 3rd Eye 2","id",2019-01-11,7.897,29,5.7,0,0,115,FALSE,"Horror, Mystery, Thriller",TRUE
"Blood Diner","en",1987-07-24,7.893,96,5.2,0,0,88,FALSE,"Comedy, Horror",FALSE
"Kiss of the Damned","en",2012-11-07,7.891,108,5.1,0,14752,95,FALSE,"Horror, Romance, Thriller",FALSE
"Mikey","en",1992-11-12,7.882,53,6.3,0,0,90,FALSE,"Horror",TRUE
"Teke Teke","ja",2009-03-21,7.882,42,6,0,0,70,FALSE,"Horror",TRUE
"Love Letters of a Portuguese Nun","de",1977-03-10,7.881,23,5.7,0,0,85,FALSE,"Drama, Horror",TRUE
"Taste the Blood of Dracula","en",1970-05-07,7.878,124,6.2,0,0,95,FALSE,"Horror",TRUE
"Smiley Face Killers","en",2020-10-29,7.876,18,3.4,0,0,97,FALSE,"Crime, Drama, Horror, Mystery, Thriller",FALSE
"Spiral","en",2019-07-14,7.872,93,6.2,0,0,87,FALSE,"Horror, Mystery, Thriller",TRUE
"Stree","hi",2018-08-31,7.87,101,7,0,0,128,FALSE,"Comedy, Horror",TRUE
"Evilspeak","en",1981-08-22,7.867,69,5.3,1e+06,0,93,FALSE,"Horror",FALSE
"8213: Gacy House","en",2010-09-28,7.863,44,3.3,500,0,85,FALSE,"Crime, Horror, Mystery",FALSE
"Evilenko","en",2004-04-16,7.861,81,5.7,9700000,0,111,FALSE,"Crime, Drama, Horror, Thriller",TRUE
"Fender Bender","en",2016-05-23,7.859,75,5.3,0,0,91,FALSE,"Horror, Thriller",FALSE
"The Crazies","en",1973-03-16,7.855,274,6,275000,0,103,FALSE,"Action, Horror, Science Fiction, Thriller",TRUE
"Black Moon","en",1975-09-24,7.845,117,6.1,0,0,101,FALSE,"Fantasy, Horror, Mystery, Science Fiction",TRUE
"The Pact II","en",2014-09-05,7.844,145,4.9,0,0,96,FALSE,"Horror, Mystery, Thriller",FALSE
"Hell","de",2011-09-20,7.842,196,5.6,0,1359257,89,FALSE,"Horror, Mystery, Science Fiction, Thriller",TRUE
"The Broken","en",2008-11-15,7.813,164,5.4,6700000,0,93,FALSE,"Drama, Horror, Thriller",TRUE
"The Boy","en",2015-08-14,7.807,165,5.9,0,0,105,FALSE,"Drama, Horror, Thriller",TRUE
"Death Tunnel","en",2005-10-17,7.804,63,3.8,1500000,0,97,FALSE,"Horror",FALSE
"The Incident","en",2012-05-04,7.803,94,5.6,0,0,85,FALSE,"Horror, Thriller",TRUE
"Super Hybrid","en",2010-01-01,7.794,61,5.1,1.3e+07,0,95,FALSE,"Horror",FALSE
"Trilogy of Terror","en",1975-03-04,7.79,127,6.2,0,0,72,FALSE,"Horror, Thriller, TV Movie",TRUE
"The Devil's Hand","en",2014-10-10,7.79,108,5.3,7e+06,0,86,FALSE,"Horror, Thriller",FALSE
"Motel Hell","en",1980-08-14,7.789,187,5.8,3e+06,0,102,FALSE,"Comedy, Horror",TRUE
"Prophecy","en",1980-02-02,7.779,96,5.5,1.2e+07,5.4e+07,102,FALSE,"Horror, Science Fiction",TRUE
"Strange Invaders","en",1983-09-16,7.777,53,5,0,1362303,92,FALSE,"Horror, Mystery, Science Fiction",FALSE
"White Settlers","en",2014-09-05,7.771,82,4.6,0,0,83,FALSE,"Horror, Mystery, Thriller",FALSE
"DeepStar Six","en",1989-01-13,7.769,208,5.5,8e+06,8143225,105,FALSE,"Action, Horror, Science Fiction, Thriller",TRUE
"Killer Sofa","en",2019-10-28,7.769,91,4.9,1e+06,0,80,FALSE,"Comedy, Horror",FALSE
"Race with the Devil","en",1975-06-01,7.759,96,6.4,0,0,88,FALSE,"Action, Horror, Thriller",TRUE
"Possessed","es",2015-04-30,7.759,19,6.2,0,0,81,FALSE,"Animation, Comedy, Horror",TRUE
"Ghoulies II","en",1987-07-31,7.758,101,5.2,0,0,90,FALSE,"Comedy, Horror",FALSE
"The Beast from 20,000 Fathoms","en",1953-06-13,7.758,142,6.7,210000,5e+06,80,FALSE,"Drama, Horror, Science Fiction",TRUE
"Gaia","en",2021-06-18,7.757,138,6,0,0,97,FALSE,"Drama, Fantasy, Horror",TRUE
"Tell Me How I Die","en",2016-09-16,7.756,181,5.5,0,0,107,FALSE,"Horror, Thriller",TRUE
"The Transgressor","ja",1974-02-16,7.747,42,6.5,0,0,91,FALSE,"Drama, Horror, Thriller",TRUE
"Your Vice Is a Locked Room and Only I Have the Key","it",1972-08-04,7.743,88,6.3,0,0,97,FALSE,"Horror, Mystery, Thriller",TRUE
"Alone in the Dark","en",1982-11-12,7.734,109,6,1e+06,0,93,FALSE,"Horror, Thriller",TRUE
"The Reflecting Skin","en",1990-08-28,7.733,146,6.7,0,17042,95,FALSE,"Drama, Horror, Thriller",TRUE
"Dead Rising: Endgame","en",2016-06-20,7.732,149,5.1,0,0,96,FALSE,"Action, Horror",FALSE
"Road Train","en",2010-05-28,7.729,76,4.1,0,0,87,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Teddy","fr",2020-09-05,7.728,70,6.3,0,142027,89,FALSE,"Comedy, Drama, Horror",TRUE
"The Untamed","es",2016-05-15,7.725,134,5.9,0,0,98,FALSE,"Drama, Horror, Science Fiction, Thriller",TRUE
"Dead Shack","en",2017-07-02,7.724,74,5.7,0,0,85,FALSE,"Action, Comedy, Horror, Thriller",TRUE
"Fear, Inc.","en",2016-04-15,7.721,157,5.7,0,0,92,FALSE,"Comedy, Horror, Thriller",TRUE
"Isabelle","en",2019-05-24,7.72,104,5.1,0,0,80,FALSE,"Horror",FALSE
"Vamp","en",1986-07-18,7.719,121,6,3300000,4941117,93,FALSE,"Comedy, Horror",TRUE
"Resurrection","en",1999-06-05,7.71,192,6.1,1e+07,0,108,FALSE,"Crime, Horror, Mystery, Thriller",TRUE
"The Guardian","en",1990-04-27,7.704,138,5.7,0,17037887,92,FALSE,"Drama, Horror, Mystery, Thriller",TRUE
"Bad Dreams","en",1988-04-08,7.696,79,5.7,4e+06,9797098,86,FALSE,"Horror, Thriller",TRUE
"Tales of the Black Freighter","en",2009-03-24,7.695,159,6.5,0,0,26,FALSE,"Action, Animation, Horror",TRUE
"Buried Alive","en",2007-02-07,7.688,96,4.6,0,1558939,94,FALSE,"Action, Adventure, Horror, Thriller",FALSE
"Amityville: The Evil Escapes","en",1989-05-12,7.687,79,4.5,0,0,95,FALSE,"Horror",FALSE
"Scare Package","en",2019-10-04,7.684,93,5.6,0,0,106,FALSE,"Comedy, Horror",TRUE
"Terror Trap","en",2010-09-22,7.682,48,5,2e+06,0,86,FALSE,"Horror, Thriller",FALSE
"The Resurrected","en",1991-10-06,7.68,84,6.2,0,0,108,FALSE,"Horror, Mystery",TRUE
"Enter Nowhere","en",2011-10-22,7.677,161,6.4,0,0,90,FALSE,"Horror, Mystery, Science Fiction, Thriller",TRUE
"Infection","es",2019-08-11,7.677,154,6.7,0,0,95,FALSE,"Horror, Thriller",TRUE
"Ouija: Summoning","en",2015-01-01,7.671,20,4.3,150000,0,90,FALSE,"Horror",FALSE
"Pumpkinhead: Ashes to Ashes","en",2010-02-04,7.668,67,5.3,6e+06,0,95,FALSE,"Fantasy, Horror",FALSE
"Let Her Out","en",2016-08-25,7.668,71,4.9,0,0,89,FALSE,"Horror",FALSE
"The Pit and the Pendulum","en",1991-06-27,7.665,89,5.8,2e+06,0,97,FALSE,"Horror, Romance",TRUE
"#Horror","en",2015-11-20,7.663,171,3.5,1500000,0,90,FALSE,"Drama, Horror, Mystery, Thriller",FALSE
"Joshua","en",2007-01-21,7.661,220,5.6,0,719968,105,FALSE,"Drama, Horror, Thriller",TRUE
"Ilsa: She Wolf of the SS","en",1975-10-01,7.657,287,6.1,0,0,96,FALSE,"Horror, Thriller, War",TRUE
"The Shed","en",2019-10-25,7.655,88,5.7,0,0,98,FALSE,"Horror, Thriller",TRUE
"Highway to Hell","en",1991-11-21,7.654,81,6,9e+06,26055,94,FALSE,"Action, Comedy, Fantasy, Horror",TRUE
"Trash Fire","en",2016-11-03,7.643,77,5.8,0,0,91,FALSE,"Comedy, Horror, Romance",TRUE
"Ju-on: White Ghost","ja",2009-06-27,7.641,69,6,0,0,60,FALSE,"Fantasy, Horror",TRUE
"The End?","it",2017-08-14,7.633,344,6.1,0,0,100,FALSE,"Horror",TRUE
"The Mangler","en",1995-03-03,7.628,187,4.9,0,0,106,FALSE,"Drama, Horror, Science Fiction",FALSE
"The Black String","en",2018-10-25,7.625,27,5.3,0,0,90,FALSE,"Horror, Mystery, Thriller",FALSE
"Attack of the Killer Donuts","en",2016-07-17,7.622,95,4.1,0,0,98,FALSE,"Comedy, Horror",FALSE
"The Lift","nl",1983-05-11,7.619,126,5.8,350000,0,95,FALSE,"Fantasy, Horror, Science Fiction, Thriller",TRUE
"Queen of Spades: Through the Looking Glass","ru",2019-03-14,7.619,127,7.1,0,0,83,FALSE,"Horror, Thriller",TRUE
"Curtains","en",1983-03-04,7.615,82,5.4,0,0,89,FALSE,"Crime, Horror, Thriller",TRUE
"Art of the Devil 2","th",2005-12-01,7.613,54,6.4,0,0,100,FALSE,"Horror, Mystery",TRUE
"Premonition","ja",2004-01-01,7.61,80,6.1,0,0,95,FALSE,"Horror",TRUE
"All I Need","en",2016-11-21,7.608,31,4.5,0,0,85,FALSE,"Horror, Thriller",FALSE
"Toolbox Murders","en",2004-11-12,7.603,142,5.7,0,0,95,FALSE,"Horror, Mystery, Thriller",TRUE
"The Resort","en",2021-04-30,7.596,64,4.1,0,0,75,FALSE,"Horror",FALSE
"The Abominable Dr. Phibes","en",1971-05-18,7.587,244,6.9,3e+06,0,94,FALSE,"Comedy, Horror",TRUE
"The Vigil","en",2020-07-01,7.586,276,5.7,0,742476,88,FALSE,"Horror, Mystery, Thriller",TRUE
"Frankenstein","en",2015-08-29,7.583,88,5.5,0,0,89,FALSE,"Horror, Science Fiction, Thriller",TRUE
"The City of the Dead","en",1960-09-09,7.582,112,6.5,0,0,78,FALSE,"Horror, Mystery",TRUE
"Tammy and the T-Rex","en",1994-12-28,7.58,84,5.2,0,0,82,FALSE,"Comedy, Horror, Science Fiction",FALSE
"The Curse of Robert the Doll","en",2016-09-12,7.572,34,3.2,0,0,79,FALSE,"Horror",FALSE
"Eloise","en",2017-02-03,7.568,191,5.2,0,0,89,FALSE,"Horror, Mystery, Thriller",FALSE
"Bhool Bhulaiyaa","hi",2007-10-12,7.566,127,6.6,0,0,151,FALSE,"Comedy, Horror, Thriller",TRUE
"Don't Hug Me I'm Scared 2","en",2014-01-08,7.561,62,7.6,0,0,4,FALSE,"Animation, Fantasy, Horror, Music",TRUE
"Visitors","en",2014-12-18,7.561,21,6.8,0,0,100,FALSE,"Horror",TRUE
"Beyond the Gates","en",2016-12-09,7.559,155,5.1,3e+05,0,84,FALSE,"Adventure, Horror",FALSE
"The Haunting of Molly Hartley","en",2008-10-31,7.556,132,4.4,0,15,82,FALSE,"Drama, Horror",FALSE
"Without Warning","en",1980-09-26,7.555,89,5.4,150000,0,97,FALSE,"Horror, Science Fiction",TRUE
"The Cremator","cs",1969-03-14,7.552,150,7.6,0,0,100,FALSE,"Comedy, Drama, Horror",TRUE
"The Lure","pl",2015-12-25,7.543,192,6.3,1300000,102986,93,FALSE,"Fantasy, Horror, Music",TRUE
"The Rig","en",2010-10-05,7.535,55,3.6,3e+06,0,90,FALSE,"Action, Horror, Science Fiction, Thriller",FALSE
"The Other Side","sv",2020-10-23,7.535,76,6.1,0,0,87,FALSE,"Horror, Mystery, Thriller",TRUE
"Martin","en",1976-12-15,7.532,196,6.8,0,0,95,FALSE,"Horror",TRUE
"Two Orphan Vampires","fr",1997-07-09,7.532,21,4.8,0,0,103,FALSE,"Drama, Horror",FALSE
"Rings","en",2005-03-08,7.531,79,5.7,0,0,16,FALSE,"Horror, Thriller",TRUE
"Puppet Master: The Littlest Reich","en",2018-08-17,7.531,114,5.7,0,0,90,FALSE,"Comedy, Horror",TRUE
"The Sentinel","en",1977-01-07,7.53,142,6,0,3,92,FALSE,"Drama, Horror, Mystery",TRUE
"The Night Listener","en",2006-02-12,7.529,208,5.6,0,10639686,91,FALSE,"Drama, Horror, Thriller",TRUE
"The 4th Floor","en",1999-07-31,7.529,98,5.7,0,0,90,FALSE,"Horror, Mystery, Thriller",TRUE
"The Axe Murders of Villisca","en",2017-01-20,7.526,77,4.8,0,0,78,FALSE,"Horror",FALSE
"Detention of the Dead","en",2012-04-27,7.519,72,4.9,5e+05,0,87,FALSE,"Comedy, Horror",FALSE
"Suburban Gothic","en",2014-07-19,7.516,104,5.5,0,0,90,FALSE,"Comedy, Horror",TRUE
"The Return","en",2020-09-05,7.511,62,6.7,0,0,90,FALSE,"Horror, Science Fiction",TRUE
"The Atoning","en",2017-02-18,7.51,51,5.7,0,0,89,FALSE,"Drama, Horror, Thriller",TRUE
"The Believers","en",1987-06-09,7.507,121,6,0,18753438,114,FALSE,"Crime, Drama, Horror, Mystery, Thriller",TRUE
"Spider Baby","en",1967-12-24,7.506,119,7,65000,0,81,FALSE,"Comedy, Horror",TRUE
"Mammoth","en",2006-04-22,7.506,46,4.8,0,0,90,FALSE,"Action, Comedy, Horror, Science Fiction, TV Movie",FALSE
"Dismissed","en",2017-10-08,7.504,242,6.5,0,0,87,FALSE,"Horror, Thriller",TRUE
